question_id,vehicle,car,answerability,difficulty,question_type,question,reference_answer,variant,variant_label,answer,bertscore_precision,bertscore_recall,bertscore_f1,faithfulness,answer_relevancy,context_precision,context_recall,generation_time_seconds
4,아이오닉 6,ioniq6,문서 내 답변,쉬움,유지관리,아이오닉 6 배터리 성능을 오래 유지하려면 평소 충전을 어떻게 하는 게 좋아?,완속 충전을 이용해 배터리 충전량이 20% 이하일 때 100%까지 충전하는 방법을 월 1회 이상 권장합니다.,basic,CONTEXT + QUESTION,"아이오닉 6의 배터리 성능을 오래 유지하려면 다음과 같은 방법들이 권장됩니다:

1. 완속 충전을 이용하십시오. 완속 충전을 통해 배터리를 최적의 상태로 유지할 수 있습니다.

2. 배터리 충전량이 20% 미만일 때는 100%까지 충전하십시오. 이는 월 1회 이상 충전하는 것이 좋습니다.

3. 충전 중에는 고전압 배터리의 성능이 저하될 수 있으므로, 고온 또는 저온 환경에서 차량을 보관하는 것을 피해야 합니다.

4. 냉난방 기능을 사용할 때는 적정 온도를 유지하십시오. 냉난방 기능은 고전압 배터리 전력을 사용하므로, 주행 가능 거리가 짧아질 수 있습니다.

5. 차량을 오랜 기간 사용하면 고전압 배터리가 자연적으로 열화되어 주행 가능 거리가 감소할 수 있으므로, 필요하다면 당사 직영 하이테크센터나 블루핸즈에서 차량을 점검하십시오.

6. 장기간 차량을 사용하지 않는 경우, 약 3개월에 한 번씩 차량을 충전하여 배터리의 충전량을 유지하고, 배터리 충전량이 부족한 경우에는 충전하기 전에 차량을 보관하는 것도 좋습니다.

이러한 방법들을 따르면 아이오닉 6의 배터리 성능을 오래 유지할 수 있을 것입니다.",0.623413622379303,0.7732912302017212,0.6903108358383179,0.7692307692307693,0.9541139588128816,0.9999999999,1.0,15.185453199999756
4,아이오닉 6,ioniq6,문서 내 답변,쉬움,유지관리,아이오닉 6 배터리 성능을 오래 유지하려면 평소 충전을 어떻게 하는 게 좋아?,완속 충전을 이용해 배터리 충전량이 20% 이하일 때 100%까지 충전하는 방법을 월 1회 이상 권장합니다.,role,ROLE,"아이오닉 6의 배터리 성능을 오래 유지하려면, 배터리 충전량이 20% 이하일 때는 완속 충전을 통해 100%까지 충전하는 것이 좋습니다。이렇게 하면 배터리 성능을 최적의 상태로 유지할 수 있습니다。월 1회 이상 충전을 권장하고 있습니다。",0.7680693864822388,0.8562774658203125,0.8097783923149109,0.6666666666666666,0.8878087008803401,0.9999999999,1.0,4.282527999996091
4,아이오닉 6,ioniq6,문서 내 답변,쉬움,유지관리,아이오닉 6 배터리 성능을 오래 유지하려면 평소 충전을 어떻게 하는 게 좋아?,완속 충전을 이용해 배터리 충전량이 20% 이하일 때 100%까지 충전하는 방법을 월 1회 이상 권장합니다.,constraint,INSTRUCTION / CONSTRAINT,"아이오닉 6 배터리 성능을 오래 유지하려면, 배터리를 최적의 상태로 유지하려면 완속 충전을 이용하는 것이 좋습니다. 또한, 배터리 충전량이 20% 이하일 때는 100%까지 충전하여 배터리 성능을 최적의 상태로 유지할 수 있습니다. 월 1회 이상 충전하는 것이 권장됩니다. [출처: iot6 p.10]",0.7324146628379822,0.8426359295845032,0.7836686372756958,1.0,0.8878087008803401,0.9999999999,1.0,5.4409221000096295
4,아이오닉 6,ioniq6,문서 내 답변,쉬움,유지관리,아이오닉 6 배터리 성능을 오래 유지하려면 평소 충전을 어떻게 하는 게 좋아?,완속 충전을 이용해 배터리 충전량이 20% 이하일 때 100%까지 충전하는 방법을 월 1회 이상 권장합니다.,few_shot,FEW-SHOT,"차량 취급설명서에서는 해당 내용을 찾지 못했습니다. 

평소 충전을 위해서는 배터리를 최적의 상태로 유지하려면 완속 충전을 이용하는 것이 좋습니다. 또한, 배터리 충전량이 20% 이하일 때는 100%까지 충전하여 배터리 성능을 최적의 상태로 유지할 수 있습니다. 월 1회 이상 충전 권장하며, 고전압 배터리의 충전 조건에 따라 클러스터에 표시되는 충전 전력 값이 낮아질 수 있으므로 이러한 점을 참고해야 합니다.",0.730643093585968,0.8464750051498413,0.7843053936958313,0.75,0.8226279530437183,0.9999999999,1.0,6.65803939999023
4,아이오닉 6,ioniq6,문서 내 답변,쉬움,유지관리,아이오닉 6 배터리 성능을 오래 유지하려면 평소 충전을 어떻게 하는 게 좋아?,완속 충전을 이용해 배터리 충전량이 20% 이하일 때 100%까지 충전하는 방법을 월 1회 이상 권장합니다.,verification,CHAIN-OF-VERIFICATION,"아이오닉 6 배터리 성능을 최적의 상태로 유지하려면, 완속 충전을 이용하여 배터리 충전량이 20% 이하일 때 100%까지 충전하는 것이 좋습니다. 월 1회 이상 충전 권장하며, 충전 시 고전압 배터리의 충전 조건에 따라 클러스터에 표시되는 충전 전력 값이 낮아질 수 있으므로 이를 참고해야 합니다.",0.7683042883872986,0.8872488141059875,0.8235036730766296,1.0,0.9758566092894351,0.9999999999,1.0,5.103459100006148
95,투싼,tucson,문서 내 답변,어려움,시스템 한계,투싼이 앞차가 출발했는데도 엔진을 다시 켜지 않을 때가 있어. 어떤 환경에서 그럴 수 있고 내가 직접 재시동하려면 어떻게 해?,"전방 카메라가 오염되거나 손상된 경우, 폭우·폭설·짙은 안개, 강한 눈부심, 어두운 터널, 윈드쉴드 습기·결빙 등에서는 앞차 출발을 감지하지 못할 수 있습니다. 이때도 브레이크 페달에서 발을 떼면 기본 ISG 동작에 따라 엔진이 다시 시동됩니다.",basic,CONTEXT + QUESTION,"투싼이 엔진을 다시 켜지 않는 상황은 여러 가지 환경적 요인과 장치적인 문제로 인해 발생할 수 있습니다. 우선, 주요 원인들을 살펴보겠습니다:

1. **기온 문제**: 겨울철에 기온이 낮아져 초기 RPM이 높을 수 있으며, 엔진이 정상적으로 작동할 수 있는 온도에 도달하기까지 소음이 지속될 수 있습니다. 이 경우, 엔진이 아직 올바르게 가동되지 않은 상태일 수 있으므로 시동을 거는 것이 좋습니다.

2. **전원 문제**: 스마트 키의 건전지가 방전되었거나 전자 기기의 전파 방해로 인해 시동이 걸리지 않을 수 있습니다. 이러한 경우에는 스마트 키로 직접 시동 버튼을 누르세요.

3. **제동 스위치 퓨즈 문제**: 제동 스위치 퓨즈가 고장 난 경우, 시동 'ACC' 상태에서 브레이크 페달을 밟으면서 시동 버튼을 10초 동안 누르세요.

4. **전기 장치 정지**: 엔진과 모든 전기 장치의 시동을 완전히 끈 후 시동을 다시 거세요.

5. **시스템 오류**: 위와 같은 방법으로도 시동이 걸리지 않으면, 당사 직영 하이테크 센터나 블루핸즈 에서 점검을 받으셔야 합니다.

**재시동 방법**:
1. **기어 상태 확인**: 기어가 'P'(주차) 또는 'N'(중립) 상태인지 확인하세요.
2. **시동 버튼 누르기**: 시동 버튼을 한 번 더 누르세요. 만약 시동이 걸리지 않으면, 시동 버튼을 한 번 더 누르면 시동 장치에 문제가 있어 시동이 걸리지 않았을 때 시동 버튼을 한 번 더 누르면 시동을 걸 수 있음을 알리는 경고 문이 표시됩니다.
3. **기타 시도**: 위 방법들이 실패하면, 당사 직영 하이테크 센터나 블루핸즈",0.6186732649803162,0.6994544267654419,0.6565885543823242,1.0,0.9258944343938746,0.0,0.0,19.158546400009072
95,투싼,tucson,문서 내 답변,어려움,시스템 한계,투싼이 앞차가 출발했는데도 엔진을 다시 켜지 않을 때가 있어. 어떤 환경에서 그럴 수 있고 내가 직접 재시동하려면 어떻게 해?,"전방 카메라가 오염되거나 손상된 경우, 폭우·폭설·짙은 안개, 강한 눈부심, 어두운 터널, 윈드쉴드 습기·결빙 등에서는 앞차 출발을 감지하지 못할 수 있습니다. 이때도 브레이크 페달에서 발을 떼면 기본 ISG 동작에 따라 엔진이 다시 시동됩니다.",role,ROLE,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.7091705799102783,0.6188660860061646,0.6609480977058411,0.0,0.0,0.0,0.0,0.8015824000030989
95,투싼,tucson,문서 내 답변,어려움,시스템 한계,투싼이 앞차가 출발했는데도 엔진을 다시 켜지 않을 때가 있어. 어떤 환경에서 그럴 수 있고 내가 직접 재시동하려면 어떻게 해?,"전방 카메라가 오염되거나 손상된 경우, 폭우·폭설·짙은 안개, 강한 눈부심, 어두운 터널, 윈드쉴드 습기·결빙 등에서는 앞차 출발을 감지하지 못할 수 있습니다. 이때도 브레이크 페달에서 발을 떼면 기본 ISG 동작에 따라 엔진이 다시 시동됩니다.",constraint,INSTRUCTION / CONSTRAINT,"투싼이 앞차가 출발하는데도 엔진을 다시 켜지 않는 상황은 주로 다음과 같은 환경에서 발생할 수 있습니다:

1. **겨울철**: 겨울철에는 기온이 낮아 초기 RPM이 높을 수 있으며, 엔진이 정상적으로 작동할 수 있는 온도에 도달하기까지 소음이 지속될 수 있습니다. 이로 인해 브레이크의 제동 거리가 약간 길어질 수 있습니다.

따라서, 이러한 상황에서는 우선 시동 버튼을 누르는 것이 아닌, 앞차가 출발한 후에도 시동이 계속 걸리지 않는다면, 먼저 주차 상태(P 단 또는 N 단)인지 확인해야 합니다. 만약 주차 상태라면, 다음 단계로 넘어갑니다.

2. **시동 거기 방법**:
   - 스마트 키의 건전지가 방전되었거나 전자 기기의 전파 방해로 시동이 걸리지 않을 경우, 스마트 키로 직접 시동 버튼을 누릅니다.
   - 제동 스위치 퓨즈가 고장 난 경우, 시동 'ACC' 상태에서 브레이크 페달을 밟으면서 시동 버튼을 10초 동안 누릅니다.
   - 엔진 및 모든 전기 장치의 시동을 완전히 끈 후 시동을 다시 거립니다.

이러한 방법으로도 시동이 걸리지 않으면, 당사 직영 하이테크센터나 블루핸즈 에서 점검을 받으셔야 합니다.

[출처: tucson p104_2]",0.6550983786582947,0.7014535069465637,0.6774839162826538,0.7777777777777778,0.9341351248864503,0.0,0.0,14.997707899994566
95,투싼,tucson,문서 내 답변,어려움,시스템 한계,투싼이 앞차가 출발했는데도 엔진을 다시 켜지 않을 때가 있어. 어떤 환경에서 그럴 수 있고 내가 직접 재시동하려면 어떻게 해?,"전방 카메라가 오염되거나 손상된 경우, 폭우·폭설·짙은 안개, 강한 눈부심, 어두운 터널, 윈드쉴드 습기·결빙 등에서는 앞차 출발을 감지하지 못할 수 있습니다. 이때도 브레이크 페달에서 발을 떼면 기본 ISG 동작에 따라 엔진이 다시 시동됩니다.",few_shot,FEW-SHOT,"차량 취급설명서에서는 해당 내용을 찾지 못했습니다. 

그러나 일반적인 상황에서 투싼의 엔진이 다시 켜지지 않는 이유는 다음과 같습니다:

1. **기온 문제**: 겨울철에 기온이 낮아 초기 RPM이 높을 수 있어, 엔진이 정상적으로 작동하기까지 시간이 필요할 수 있습니다.
   
2. **전원 문제**: 스마트 키의 건전지가 방전되었거나 전자 기기의 전파 방해로 인해 시동이 걸리지 않을 수 있습니다.
   
3. **브레이크 스위치 퓨즈 문제**: 제동 스위치 퓨즈가 고장 난 경우, 시동 'ACC' 상태에서 브레이크 페달을 밟으면서 시동 버튼을 10초 동안 누르십시오.

4. **전기 장치 정지**: 엔진 및 모든 전기 장치의 시동을 완전히 끈 후 시동을 다시 거십시오.

다음과 같이 직접 시도해 보세요:

1. **기온 문제 해결**: 기온이 낮은 날씨일 경우, 엔진이 정상적으로 작동하기까지 시간이 필요할 수 있습니다. 기온이 높아지면 시동이 걸릴 수 있습니다.
   
2. **스마트 키 문제 해결**: 스마트 키의 건전지가 방전되었거나 전자 기기의 전파 방해로 인해 시동이 걸리지 않을 수 있습니다. 스마트 키로 직접 시동 버튼을 누르십시오.
   
3. **브레이크 스위치 퓨즈 문제 해결**: 제동 스위치 퓨즈가 고장 난 경우, 시동 'ACC' 상태에서 브레이크 페달을 밟으면서 시동 버튼을 10초 동안 누르십시오.
   
4. **전기 장치 정지 문제 해결**: 엔진 및 모든 전기 장치의 시동을 완전히 끈 후 시동을 다시 거십시오.

위 방법으로도 시동이 걸리지 않으면 당사 직영 하이테크센터나 블루핸즈 에서",0.6009609699249268,0.6761190891265869,0.6363284587860107,0.5625,0.9231322363087763,0.0,0.0,20.4813479000004
95,투싼,tucson,문서 내 답변,어려움,시스템 한계,투싼이 앞차가 출발했는데도 엔진을 다시 켜지 않을 때가 있어. 어떤 환경에서 그럴 수 있고 내가 직접 재시동하려면 어떻게 해?,"전방 카메라가 오염되거나 손상된 경우, 폭우·폭설·짙은 안개, 강한 눈부심, 어두운 터널, 윈드쉴드 습기·결빙 등에서는 앞차 출발을 감지하지 못할 수 있습니다. 이때도 브레이크 페달에서 발을 떼면 기본 ISG 동작에 따라 엔진이 다시 시동됩니다.",verification,CHAIN-OF-VERIFICATION,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.711348295211792,0.6224492788314819,0.663936197757721,0.0,0.0,0.0,0.0,0.86815779999597
36,아반떼,avante,문서 내 답변,어려움,절차,아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면 어떻게 해야 해?,평지에서만 해야 하며 Auto Hold가 켜져 있으면 먼저 해제합니다. 시동을 OFF로 전환한 뒤 3분 이내에 브레이크 페달을 밟고 N으로 변속해야 합니다. 3분이 지나면 다시 ON 후 OFF로 전환해야 N 변속 가능 시간이 다시 주어집니다.,basic,CONTEXT + QUESTION,"아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면, 다음과 같은 단계를 따르세요:

1. 먼저, 안전벨트를 착용하고 주의사항을 확인하세요.
2. 시동을 켜고, 주차 브레이크를 걸어 차량을 정지시키세요.
3. 변속레버를 'N' (중립) 위치로 돌려주세요.
4. 주차 브레이크를 풀어 차량을 밀어올릴 수 있도록 하세요.
5. 차량을 밀어올리고, 주차 브레이크를 다시 걸어 안전하게 차량을 정지시키세요.

이렇게 하면 아반떼가 다른 사람의 밀림에 의해 움직일 수 있게 되며, 안전하게 밀어올릴 수 있습니다.",0.6507325172424316,0.6832303404808044,0.6665855646133423,0.36363636363636365,0.9988687598095404,0.99999999995,0.6666666666666666,8.333352999994531
36,아반떼,avante,문서 내 답변,어려움,절차,아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면 어떻게 해야 해?,평지에서만 해야 하며 Auto Hold가 켜져 있으면 먼저 해제합니다. 시동을 OFF로 전환한 뒤 3분 이내에 브레이크 페달을 밟고 N으로 변속해야 합니다. 3분이 지나면 다시 ON 후 OFF로 전환해야 N 변속 가능 시간이 다시 주어집니다.,role,ROLE,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.6580764651298523,0.605631947517395,0.630765974521637,0.0,0.0,0.99999999995,0.6666666666666666,0.8866089999937685
36,아반떼,avante,문서 내 답변,어려움,절차,아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면 어떻게 해야 해?,평지에서만 해야 하며 Auto Hold가 켜져 있으면 먼저 해제합니다. 시동을 OFF로 전환한 뒤 3분 이내에 브레이크 페달을 밟고 N으로 변속해야 합니다. 3분이 지나면 다시 ON 후 OFF로 전환해야 N 변속 가능 시간이 다시 주어집니다.,constraint,INSTRUCTION / CONSTRAINT,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.6580764651298523,0.605631947517395,0.630765974521637,0.0,0.0,0.99999999995,0.6666666666666666,0.9177228000044124
36,아반떼,avante,문서 내 답변,어려움,절차,아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면 어떻게 해야 해?,평지에서만 해야 하며 Auto Hold가 켜져 있으면 먼저 해제합니다. 시동을 OFF로 전환한 뒤 3분 이내에 브레이크 페달을 밟고 N으로 변속해야 합니다. 3분이 지나면 다시 ON 후 OFF로 전환해야 N 변속 가능 시간이 다시 주어집니다.,few_shot,FEW-SHOT,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.6565709114074707,0.6023352146148682,0.628284752368927,0.0,0.0,0.99999999995,0.6666666666666666,0.9081351999921026
36,아반떼,avante,문서 내 답변,어려움,절차,아반떼를 다른 사람이 밀어서 옮길 수 있게 N단으로 주차하려면 어떻게 해야 해?,평지에서만 해야 하며 Auto Hold가 켜져 있으면 먼저 해제합니다. 시동을 OFF로 전환한 뒤 3분 이내에 브레이크 페달을 밟고 N으로 변속해야 합니다. 3분이 지나면 다시 ON 후 OFF로 전환해야 N 변속 가능 시간이 다시 주어집니다.,verification,CHAIN-OF-VERIFICATION,해당 정보 없음,0.6360402703285217,0.5463911294937134,0.5878171920776367,0.0,0.0,0.99999999995,0.6666666666666666,0.4353203000064241
